,Unnamed: 0,key,prep,dobj,d.lemma,d.pos,d.animacy,d.number,d.r,d.t,d.pt,d.top,d.d,v.lemma,v.pos,v.aspect,v.mood,v.r,v.ca,v.aux,v_d,s.lemma,s.pos,s.animacy,s.number,s.r,s.t,s.pt,s.top,s.d,role
278,278,41263_0,False,True,авторитет,S,m,norm,r:abstr,,,,,вредить,V,3p,sg,,,,d:root,ничто,SPRO,none,norm,r:neg,,,,,бенефициант
279,279,41264_3,False,False,страна,S,inan,norm,r:concr,t:space,,,,вредить,V,act,sg,,,,d:root,двоевластие,S,nom,norm,r:abstr,,,,,бенефициант
280,280,41265_2,False,False,мужчина,S,m,norm,r:concr,t:hum,,,der:s,полнота,S,none,none,t:degr:max,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
281,281,41266_3,False,False,оккупант,S,m,norm,r:concr,t:hum,,,d:nag,вредить,V,act,sg,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
282,282,41267_2,False,True,они,SPRO,none,norm,r:pers,,,,,вредить,V,act,norm,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
283,283,41268_3,False,True,он,SPRO,none,norm,r:pers,,,,,вредить,V,act,sg,,,,d:root,учитель,S,nom,norm,r:concr,t:prof,,,d:nag,бенефициант
284,284,41269_0,False,False,я,SPRO,none,norm,r:pers,,,,,вредить,V,act,norm,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
285,285,41270_1,False,False,дело,S,n,norm,r:abstr,,,,,вредить,V,act,norm,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
286,286,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
287,287,41273_1,False,False,никто,SPRO,none,norm,r:neg,,,,,вредить,V,1p,praes,,,,d:root,мы,SPRO,none,norm,r:pers,,,,,бенефициант
288,288,41274_13,False,False,себе,SPRO,none,dat,,,,,,вредить,V,act,sg,,,,d:root,дон,S,norm,persn,r:concr,t:topon,,,,бенефициант
289,289,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
290,290,41278_3,False,True,имидж,S,m,norm,r:abstr,,,,,вредить,V,3p,praes,,,,d:root,скандал,S,nom,norm,r:abstr,,,,,бенефициант
291,291,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
292,292,41282_1,False,True,производство,S,n,norm,r:abstr,t:impact:creat,,,der:s0,вредить,V,3p,sg,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
293,293,41284_1,False,True,никто,SPRO,none,norm,r:neg,,,,,вредить,V,act,sg,,,,d:root,бдительность,S,nom,norm,r:abstr,,,,der:a,бенефициант
294,294,41285_1,False,True,дерево,S,n,norm,r:concr,t:plant,,,,вредить,V,3p,sg,,,,d:root,личинка,S,nom,norm,r:concr,t:animal,,,,бенефициант
295,295,41287_3,False,True,кто,SPRO,none,norm,r:rel,,,,,вредить,V,3p,sg,,,,d:root,смерть,S,nom,norm,r:abstr,t:be:disapp,,,der:v,бенефициант
296,296,41288_2,False,True,омуль,S,m,norm,r:concr,t:animal:fish,,,,вредить,V,act,sg,,,,d:root,загрязнение,S,nom,norm,r:abstr,,,,der:v,бенефициант
297,297,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
298,298,41290_2,False,True,глаз,S,m,norm,r:concr,top:disk,pt:partb,top:disk,,вредить,V,3p,sg,,,,d:root,он,SPRO,none,norm,r:pers,,,,,бенефициант
299,299,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
300,300,41295_2,False,True,работа,S,inan,norm,r:abstr,,,,der:v,вредить,V,3p,praes,,,,d:root,который,APRO,none,norm,r:rel,t:ord,,,,бенефициант
301,301,41296_2,False,True,я,SPRO,none,norm,r:pers,,,,,приходиться,V,act,sg,,ca:noncaus,,d:pref,выслушивать,V,none,ipf,,t:perc,,,d:pref,бенефициант
302,302,41297_1,False,False,политика,S,inan,norm,r:abstr,,,,,вредить,V,act,sg,,,,d:root,это,SPRO,none,norm,r:dem,,,,,бенефициант
303,303,41298_1,False,False,никто,SPRO,none,norm,r:neg,,,,,вредить,V,act,sg,,,,d:root,виска,S,nom,norm,,,,,,бенефициант
304,304,41302_0,False,True,ильин,S,m,norm,r:propn,t:famn,,,,вредить,V,act,sg,,,,d:root,въедливость,S,nom,norm,r:abstr,,,,der:a,бенефициант
305,305,41303_0,False,False,себе,SPRO,none,dat,,,,,,вредить,V,act,praet,,,,d:root,мы,SPRO,none,norm,r:pers,,,,,бенефициант
306,306,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
307,307,41305_2,False,True,государство,S,n,norm,r:concr,t:space,,,,вредить,V,3p,sg,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
308,308,41306_0,False,True,никто,SPRO,none,norm,r:neg,,,,,вредить,V,3p,sg,,,,d:root,она,SPRO,none,norm,r:pers,,,,,бенефициант
309,309,41307_0,False,False,мы,SPRO,none,norm,r:pers,,,,,вредить,V,3p,praes,,,,d:root,они,SPRO,none,norm,r:pers,,,,,бенефициант
310,310,41309_3,False,False,себе,SPRO,none,dat,,,,,,вредить,V,2p,praes,,,,d:root,вы,SPRO,none,norm,r:pers,,,,,бенефициант
311,311,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
312,312,41312_1,False,False,дело,S,n,norm,r:abstr,,,,,,PUNCT,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
313,313,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
314,314,41314_0,False,True,замысел,S,m,norm,r:abstr,t:ment,,,,помогать,V,act,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
315,315,41315_3,False,True,красноречие,S,n,norm,r:abstr,t:asp:speech,,,,вредить,V,act,praet,,,,d:root,возлияние,S,nom,norm,r:abstr,,,,,бенефициант
316,316,54311_2,False,False,раковина,S,inan,sg,r:concr,,pt:part,,,встать,V,pf,indic,t:move:body,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
317,317,100261_0,False,True,река,S,inan,sg,r:concr,t:space,,top:contain,,выбежать,V,pf,indic,t:move,ca:noncaus,,d:pref,они,SPRO,none,3p,r:pers,,,,,направление
318,318,100307_0,False,False,трамвай,S,inan,sg,r:concr,t:tool:transp,,,,выбежать,V,pf,indic,t:move,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
319,319,100324_0,False,True,Григорий,S,sg,dat,r:propn,t:persn,,,,навстречу,ADV,none,none,t:dir,,,der:s,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
320,320,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
321,321,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
322,322,107325_0,False,False,река,S,inan,sg,r:concr,t:space,,top:contain,,выехать,V,pf,indic,t:move,ca:noncaus,,d:pref,они,SPRO,none,3p,r:pers,,,,,направление
323,323,54819_0,False,False,обрыв,S,inan,sg,r:abstr,t:impact,,,der:s0,выйти,V,pf,indic,t:move,,,d:pref,мы,SPRO,none,1p,r:pers,,,,,направление
324,324,54893_2,False,False,она,SPRO,none,3p,r:pers,,,,,выйти,V,pf,indic,t:move,,,d:pref,женщина,S,anim,sg,r:concr,t:hum,,,,направление
325,325,29611_1,False,True,преступник,S,anim,sg,,,,,,утверждать,V,ipf,indic,,,,,Иешуа,S,0,sg,,,,,,бенефициант
326,326,29640_2,False,False,Грызлов,S,anim,sg,,,,,,предупреждение,S,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
327,327,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
328,328,46914_0,False,True,вы,SPRO,none,norm,r:pers,,,,,выпадать,V,act,sg,t:move,ca:noncaus,,d:pref,фортуна,S,nom,norm,r:abstr,,,,,экспериенцер
329,329,46918_9,False,True,который,APRO,none,norm,r:rel,t:ord,,,,выпадать,V,act,sg,t:move,ca:noncaus,,d:pref,судьба,S,nom,norm,r:abstr,,,,,экспериенцер
330,330,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
331,331,46935_1,False,False,он,SPRO,none,norm,r:pers,,,,,выпадать,V,act,praet,t:move,ca:noncaus,,d:pref,испытание,S,n,norm,r:abstr,,,,der:s0,экспериенцер
332,332,46940_4,False,False,он,SPRO,none,norm,r:pers,,,,,выпадать,V,act,praet,t:move,ca:noncaus,,d:pref,переживание,S,n,norm,r:abstr,t:psych:emot,,,,экспериенцер
333,333,46939_2,False,True,тот,APRO,none,norm,r:dem,,,,,выпадать,V,act,sg,t:move,ca:noncaus,,d:pref,играть,V,none,ipf,,,,,d:root,поднятый посессор
334,334,100365_2,False,True,мы,SPRO,none,1p,r:pers,,,,,выписать,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
335,335,100374_3,False,False,вы,SPRO,none,2p,r:pers,,,,,выписать,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
336,336,100432_6,False,True,он,SPRO,none,3p,r:pers,,,,,выписать,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
337,337,100394_1,False,True,себя,SPRO,none,SPRO,r:ref,,,,,выписать,V,pf,indic,,,,d:pref,он,SPRO,none,3p,r:pers,,,,,направление
338,338,100442_6,False,False,себя,SPRO,none,SPRO,r:ref,,,,,супруга,S,none,none,t:hum:kin,,,der:s,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
339,339,32158_0,False,True,я,S-PRO,none,1p,r:pers,,,,,выразить,V,pf,imper,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
340,340,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
341,341,32166_0,False,True,друг,S,anim,sg,r:concr,t:hum,,,,выразить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
342,342,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
343,343,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
344,344,32200_0,False,True,я,S-PRO,none,1p,r:pers,,,,,выразить,V,pf,indic,,,,d:pref,он,S-PRO,none,3p,r:pers,,,,,реципиент
345,345,32203_0,False,True,вы,S-PRO,none,2p,r:pers,,,,,выразить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
346,346,32204_0,False,False,я,S-PRO,none,1p,r:pers,,,,,подходить,V,ipf,inf,t:move,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
347,347,32231_0,False,True,правительство,S,inan,sg,r:concr,t:group,pt:part,,der:v,требование,S,none,none,t:speech,,,der:s0,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
348,348,32239_0,False,True,я,S-PRO,none,1p,r:pers,,,,,выразить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
349,349,32245_0,False,True,пострадавший,S,anim,pl,r:concr,t:hum,,,der:subst,выразить,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
350,350,100491_6,False,True,оно,SPRO,none,3p,r:pers,,,,,вырезать,V,pf,indic,t:impact,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
351,351,100503_1,False,True,он,SPRO,none,3p,r:pers,,,,,вырезать,V,pf,indic,t:impact,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
352,352,100563_3,False,True,он,SPRO,none,3p,r:pers,,,,,нужно,PRAEDIC,none,none,,,,,вырезать,V,none,inf,,t:impact,,,d:pref,бенефициант
353,353,100572_10,False,False,я,SPRO,none,1p,r:pers,,,,,житься,V,ipf,indic,,ca:noncaus,,der:v,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
354,354,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
355,355,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
356,356,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
357,357,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
358,358,55210_2,False,True,премьер-министр,S,anim,sg,r:concr,t:hum,,,der:comp,высказать,V,pf,act,t:speech,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
359,359,55211_0,False,True,я,SPRO,none,1p,r:pers,,,,,высказать,V,pf,indic,t:speech,ca:noncaus,,d:pref,Малинин,S,anim,sg,r:propn,t:famn,,,,реципиент
360,360,55215_17,False,True,она,SPRO,none,3p,r:pers,,,,,хотеться,V,intr,indic,t:psych:volit,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
361,361,55220_0,False,True,он,SPRO,none,3p,r:pers,,,,,высказать,V,pf,act,t:speech,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
362,362,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
363,363,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
364,364,108171_3,False,False,он,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,inf,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
365,365,108181_11,False,False,он,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,indic,,,,d:root,никто,SPRO,none,m,r:neg,,,,,реципиент
366,366,108189_1,False,False,Фетюков,S,anim,sg,r:propn,t:famn,,,,грозить,V,ipf,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
367,367,108198_2,False,False,бобслеист,S,anim,pl,r:concr,t:hum,,,der:s,грозить,V,ipf,indic,,,,d:root,Дик,S,anim,sg,r:propn,t:famn,,,,реципиент
368,368,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
369,369,108165_0,False,True,пожарник,S,anim,pl,r:concr,t:prof,,,der:s,грозить,V,ipf,plen,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
370,370,108168_4,False,True,никто,SPRO,none,m,r:neg,,,,,грозить,V,ipf,indic,,,,d:root,я,SPRO,none,1p,r:pers,,,,,реципиент
371,371,108169_0,False,True,следствие,S,inan,sg,r:abstr,t:action,,,,грозить,V,ipf,indic,,,,d:root,вы,SPRO,none,2p,r:pers,,,,,реципиент
372,372,108206_4,False,False,норвежец,S,anim,pl,r:concr,t:hum:etn,,,der:s,грозить,V,ipf,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
373,373,108218_10,False,True,я,SPRO,none,1p,r:pers,,,,,грозить,V,ipf,praes,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
374,374,108222_2,False,False,он,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,indic,,,,d:root,учитель,S,anim,sg,r:concr,t:prof,,,d:nag,реципиент
375,375,108234_3,False,True,враг,S,anim,pl,r:concr,t:hum,,,,грозить,V,ipf,indic,,,,d:root,член,S,anim,sg,r:concr,t:hum,,,,реципиент
376,376,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
377,377,108148_5,False,False,он,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,indic,,,,d:root,избрание,S,inan,sg,r:abstr,,,,der:v,бенефициант
378,378,108150_3,False,True,Касьянов,S,anim,sg,r:propn,t:famn,,,,грозить,V,ipf,indic,,,,d:root,увольнение,S,inan,sg,r:abstr,,,,der:s0,бенефициант
379,379,108151_3,False,False,Новороссийск,S,inan,sg,r:propn,t:topon,,,,грозить,V,ipf,indic,,,,d:root,деление,S,inan,sg,r:abstr,,,,der:s0,бенефициант
380,380,108152_0,False,False,башня,S,inan,pl,r:concr,t:constr,pt:whole,top:post,,грозить,V,ipf,indic,,,,d:root,кто,SPRO,none,sg,r:rel,,,,,бенефициант
381,381,108154_0,False,True,друг,S,anim,sg,r:concr,t:hum,,,,грозить,V,ipf,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
382,382,108156_5,False,True,она,SPRO,none,3p,r:pers,,,,,платить,V,tran,indic,t:poss,ca:noncaus,,,мы,SPRO,none,1p,r:pers,,,,,бенефициант
383,383,108160_10,False,False,она,SPRO,none,3p,r:pers,,,,,грозить,V,intr,indic,,,,d:root,страшное,S,inan,sg,,,,,,бенефициант
384,384,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
385,385,108170_5,False,True,который,APRO,none,sg,r:rel,t:ord,,,,грозить,V,ipf,indic,,,,d:root,неприятность,S,inan,pl,r:abstr,,,,der:a,бенефициант
386,386,108172_5,False,False,жизнь,S,inan,sg,r:abstr,t:be:exist,,,,грозить,V,ipf,indic,,,,d:root,ничто,SPRO,none,sg,r:neg,,,,,бенефициант
387,387,108174_2,False,True,народ,S,inan,sg,r:concr,,pt:set,,,грозить,V,ipf,indic,,,,d:root,который,APRO,none,sg,r:rel,t:ord,,,,бенефициант
388,388,108176_1,False,True,Фома,S,anim,sg,r:propn,t:persn,,,,мера,S,none,none,t:unit,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
389,389,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
390,390,108182_4,False,False,мы,SPRO,none,1p,r:pers,,,,,грозить,V,ipf,indic,,,,d:root,процесс,S,inan,sg,r:abstr,,,,,бенефициант
391,391,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
392,392,108187_1,False,False,она,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
393,393,108190_7,False,False,никто,SPRO,none,m,r:neg,,,,,грозить,V,ipf,indic,,,,d:root,слава,S,inan,sg,r:propn,t:hum,,,der:s,бенефициант
394,394,108193_1,False,False,он,SPRO,none,3p,r:pers,,,,,казаться,V,ipf,indic,t:perc,ca:noncaus,,der:v,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
395,395,108196_2,False,False,он,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,indic,,,,d:root,сидение,S,inan,sg,r:abstr,,,,der:v,бенефициант
396,396,108197_7,False,True,Вайнона,S,anim,sg,,,,,,признание,S,none,none,t:ment,,,der:s0,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
397,397,108199_0,False,True,Осетия,S,inan,sg,r:propn,t:topon,,,,грозить,V,ipf,indic,,,,d:root,бедствие,S,inan,sg,r:abstr,,,,,бенефициант
398,398,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
399,399,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
400,400,108207_7,False,False,он,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,indic,,,,d:root,статья,S,inan,sg,r:concr,t:text,,,,бенефициант
401,401,108210_1,False,False,человечество,S,inan,sg,r:concr,,pt:aggr,,der:s,грозить,V,ipf,indic,,,,d:root,опасность,S,inan,sg,r:abstr,,,,der:a,бенефициант
402,402,108213_18,False,False,мы,SPRO,none,1p,r:pers,,,,,даваться,V,ipf,indic,,ca:noncaus,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
403,403,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
404,404,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
405,405,108235_1,False,False,она,SPRO,none,3p,r:pers,,,,,грозить,V,ipf,plen,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
406,406,108240_1,False,True,революция,S,inan,sg,r:abstr,,,,,случай,S,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
407,407,108191_6,False,False,я,SPRO,none,1p,r:pers,,,,,мочь,V,ipf,indic,,,,d:root,горе,S,inan,sg,r:abstr,t:psych:emot,,,,бенефициант
408,408,108205_5,False,True,хозяин,S,anim,sg,r:concr,t:hum,,,,грозить,V,ipf,indic,,,,d:root,кольцо,S,inan,sg,r:concr,top:ring,,top:ring,,бенефициант
409,409,108215_7,False,True,Апулей,S,anim,sg,,,,,,грозить,V,ipf,indic,,,,d:root,обвинение,S,inan,sg,r:abstr,,,,,бенефициант
410,410,108227_4,False,True,корабль,S,inan,sg,r:concr,t:tool:transp,,,,течь,S,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,бенефициант
411,411,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,бенефициант
412,412,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,направление
413,413,79928_2,False,True,шуряк,S,anim,sg,,,,,,двигать,V,ipf,imper,t:move,ca:caus,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
414,414,55830_0,False,True,я,SPRO,none,1p,r:pers,,,,,делать,V,ipf,indic,,,,d:root,,PUNCT,none,none,none,none,none,none,none,реципиент
415,415,55865_4,False,True,я,SPRO,none,1p,r:pers,,,,,делать,V,ipf,indic,,,,d:root,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
416,416,55900_11,False,False,сотрудник,S,anim,pl,r:concr,t:hum,,,d:nag,делать,V,ipf,indic,,,,d:root,редактор,S,anim,sg,r:concr,t:prof,,,d:nag,реципиент
417,417,80119_2,False,True,океан,S,inan,sg,r:concr,t:space,,top:contain,,доверить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
418,418,80126_2,False,True,мать,S,anim,sg,r:concr,t:hum:kin,,,,доверить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
419,419,80127_1,False,False,никто,SPRO,none,m,r:neg,,,,,доверить,V,pf,indic,,,,d:pref,Андрей,S,anim,sg,r:propn,t:persn,,,,реципиент
420,420,80131_5,False,False,он,SPRO,none,3p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,я,SPRO,none,1p,r:pers,,,,,реципиент
421,421,80132_18,False,False,я,SPRO,none,1p,r:pers,,,,,влетать,V,ipf,indic,t:move,,,d:pref,господин,S,anim,sg,r:concr,t:hum,,,,реципиент
422,422,80133_1,False,True,он,SPRO,none,3p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,я,SPRO,none,1p,r:pers,,,,,реципиент
423,423,80135_2,False,True,она,SPRO,none,3p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,кто,SPRO,none,sg,r:rel,,,,,реципиент
424,424,80137_7,False,False,кто,SPRO,none,sg,r:rel,,,,,доверить,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
425,425,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
426,426,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
427,427,80143_7,False,False,он,SPRO,none,3p,r:pers,,,,,отказать,V,pf,indic,t:speech,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
428,428,80144_0,False,True,он,SPRO,none,3p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,она,SPRO,none,3p,r:pers,,,,,реципиент
429,429,80145_2,False,True,ты,SPRO,none,2p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,партия,S,inan,sg,r:concr,t:org,,,,реципиент
430,430,80146_1,False,False,бумага,S,inan,sg,r:concr,t:stuff,,,,доверить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
431,431,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
432,432,80152_1,False,False,они,SPRO,none,3p,r:pers,,,,,доверить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
433,433,80153_6,False,True,кадры,S,S,pl,r:concr,,pt:aggr:aggrpl,,,доверить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
434,434,80154_0,False,False,Лысенко,S,0,sg,r:propn,t:famn,,,,работа,S,none,none,,,,der:v,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
435,435,80155_0,False,False,он,SPRO,none,3p,r:pers,,,,,доверить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
436,436,80156_0,False,False,кто,SPRO,none,sg,r:rel,,,,,доверить,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
437,437,80157_4,False,True,вы,SPRO,none,2p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,партия,S,inan,sg,r:concr,t:org,,,,реципиент
438,438,80159_11,False,True,обладатель,S,anim,sg,r:concr,t:hum,,,d:nag,доверить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
439,439,80162_1,False,False,Виктор,S,anim,sg,r:propn,t:persn,,,,доверить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
440,440,80163_0,False,True,он,SPRO,none,3p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
441,441,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
442,442,80165_1,False,True,минэкономразвития,S,0,sg,r:propn,t:org,,,der:s,доверить,V,pf,indic,,,,d:pref,правительство,S,inan,sg,r:concr,t:group,pt:part,,der:v,реципиент
443,443,80166_1,False,True,она,SPRO,none,3p,r:pers,,,,,доверить,V,pf,indic,,,,d:pref,мама,S,anim,sg,r:concr,t:hum:kin,,,,реципиент
